# step, loss_train, loss_test, metrics_test
3.100000000000000000e+04 5.626759052276611328e+00 4.604358982760459185e-04 2.852733612060546875e+01 5.626759052276611328e+00 4.604358982760459185e-04 2.852733612060546875e+01
3.200000000000000000e+04 6.270942211151123047e+00 1.919873757287859917e-04 2.424434852600097656e+01 6.270942211151123047e+00 1.919873757287859917e-04 2.424434852600097656e+01
3.300000000000000000e+04 1.096878719329833984e+01 2.196939312852919102e-04 2.161078071594238281e+01 1.096878719329833984e+01 2.196939312852919102e-04 2.161078071594238281e+01
3.400000000000000000e+04 6.812456130981445312e+00 3.472167882137000561e-04 2.469938278198242188e+01 6.812456130981445312e+00 3.472167882137000561e-04 2.469938278198242188e+01
3.500000000000000000e+04 7.263651847839355469e+00 4.623353015631437302e-04 2.149193382263183594e+01 7.263651847839355469e+00 4.623353015631437302e-04 2.149193382263183594e+01
3.600000000000000000e+04 7.268261909484863281e+00 6.456928094848990440e-04 2.132259368896484375e+01 7.268261909484863281e+00 6.456928094848990440e-04 2.132259368896484375e+01
3.700000000000000000e+04 6.138750553131103516e+00 8.492130436934530735e-04 2.178655433654785156e+01 6.138750553131103516e+00 8.492130436934530735e-04 2.178655433654785156e+01
3.800000000000000000e+04 7.668597221374511719e+00 1.321795978583395481e-03 2.088227081298828125e+01 7.668597221374511719e+00 1.321795978583395481e-03 2.088227081298828125e+01
3.900000000000000000e+04 7.214128971099853516e+00 2.923336345702409744e-03 2.105370712280273438e+01 7.214128971099853516e+00 2.923336345702409744e-03 2.105370712280273438e+01
4.000000000000000000e+04 5.872382164001464844e+00 5.963342264294624329e-03 2.156477355957031250e+01 5.872382164001464844e+00 5.963342264294624329e-03 2.156477355957031250e+01
4.100000000000000000e+04 8.054346084594726562e+00 2.712016284931451082e-04 2.868358421325683594e+01 8.054346084594726562e+00 2.712016284931451082e-04 2.868358421325683594e+01
4.200000000000000000e+04 8.315951347351074219e+00 4.937382182106375694e-04 2.044181060791015625e+01 8.315951347351074219e+00 4.937382182106375694e-04 2.044181060791015625e+01
4.300000000000000000e+04 5.923365592956542969e+00 3.409454133361577988e-03 2.186929893493652344e+01 5.923365592956542969e+00 3.409454133361577988e-03 2.186929893493652344e+01
4.400000000000000000e+04 6.142721176147460938e+00 2.028868906199932098e-02 2.046571159362792969e+01 6.142721176147460938e+00 2.028868906199932098e-02 2.046571159362792969e+01
4.500000000000000000e+04 7.531855583190917969e+00 5.826648324728012085e-02 2.428016471862792969e+01 7.531855583190917969e+00 5.826648324728012085e-02 2.428016471862792969e+01
4.600000000000000000e+04 6.725515842437744141e+00 8.816685527563095093e-03 1.741780090332031250e+01 6.725515842437744141e+00 8.816685527563095093e-03 1.741780090332031250e+01
4.700000000000000000e+04 7.882657527923583984e+00 1.774459518492221832e-02 1.796602439880371094e+01 7.882657527923583984e+00 1.774459518492221832e-02 1.796602439880371094e+01
4.800000000000000000e+04 6.359436035156250000e+00 1.941064139828085899e-03 1.822069740295410156e+01 6.359436035156250000e+00 1.941064139828085899e-03 1.822069740295410156e+01
4.900000000000000000e+04 8.435723304748535156e+00 7.920092321000993252e-04 1.732125473022460938e+01 8.435723304748535156e+00 7.920092321000993252e-04 1.732125473022460938e+01
5.000000000000000000e+04 5.921703338623046875e+00 1.116685941815376282e-02 2.066978263854980469e+01 5.921703338623046875e+00 1.116685941815376282e-02 2.066978263854980469e+01
5.100000000000000000e+04 5.465524196624755859e+00 7.460876367986202240e-03 1.931949615478515625e+01 5.465524196624755859e+00 7.460876367986202240e-03 1.931949615478515625e+01
5.200000000000000000e+04 5.491490364074707031e+00 6.377871148288249969e-03 1.852980804443359375e+01 5.491490364074707031e+00 6.377871148288249969e-03 1.852980804443359375e+01
5.300000000000000000e+04 5.449527263641357422e+00 3.710787044838070869e-03 1.830381965637207031e+01 5.449527263641357422e+00 3.710787044838070869e-03 1.830381965637207031e+01
5.400000000000000000e+04 5.499225139617919922e+00 3.045197110623121262e-03 1.829326629638671875e+01 5.499225139617919922e+00 3.045197110623121262e-03 1.829326629638671875e+01
5.500000000000000000e+04 5.903051376342773438e+00 9.196231141686439514e-03 1.707579994201660156e+01 5.903051376342773438e+00 9.196231141686439514e-03 1.707579994201660156e+01
5.600000000000000000e+04 9.524951934814453125e+00 1.545274513773620129e-03 3.883229827880859375e+01 9.524951934814453125e+00 1.545274513773620129e-03 3.883229827880859375e+01
5.700000000000000000e+04 1.036707305908203125e+01 2.667791442945599556e-03 3.704629135131835938e+01 1.036707305908203125e+01 2.667791442945599556e-03 3.704629135131835938e+01
5.700000000000000000e+04 1.036707305908203125e+01 2.667791442945599556e-03 3.704629135131835938e+01 1.036707305908203125e+01 2.667791442945599556e-03 3.704629135131835938e+01
5.800000000000000000e+04 8.195800781250000000e+00 1.153176203370094299e-01 8.515954017639160156e+00 8.195800781250000000e+00 1.153176203370094299e-01 8.515954017639160156e+00
5.900000000000000000e+04 6.198864579200744629e-01 1.408749073743820190e-02 5.576002597808837891e-01 6.198864579200744629e-01 1.408749073743820190e-02 5.576002597808837891e-01
6.000000000000000000e+04 2.325903326272964478e-01 6.483917590230703354e-03 3.131287097930908203e-01 2.325903326272964478e-01 6.483917590230703354e-03 3.131287097930908203e-01
6.100000000000000000e+04 1.398166120052337646e-01 3.619539318606257439e-03 9.028179198503494263e-02 1.398166120052337646e-01 3.619539318606257439e-03 9.028179198503494263e-02
6.200000000000000000e+04 4.396913200616836548e-02 3.194849239662289619e-03 3.015473857522010803e-02 4.396913200616836548e-02 3.194849239662289619e-03 3.015473857522010803e-02
6.300000000000000000e+04 2.828679978847503662e-02 2.061686245724558830e-03 2.241148427128791809e-02 2.828679978847503662e-02 2.061686245724558830e-03 2.241148427128791809e-02
6.400000000000000000e+04 2.137465588748455048e-02 1.306350575760006905e-03 1.747647114098072052e-02 2.137465588748455048e-02 1.306350575760006905e-03 1.747647114098072052e-02
6.500000000000000000e+04 1.749630831182003021e-02 3.137449384666979313e-04 1.250330917537212372e-02 1.749630831182003021e-02 3.137449384666979313e-04 1.250330917537212372e-02
6.600000000000000000e+04 1.256779860705137253e-02 2.121486613759770989e-04 7.390966173261404037e-03 1.256779860705137253e-02 2.121486613759770989e-04 7.390966173261404037e-03
6.700000000000000000e+04 9.117737412452697754e-03 1.066140976035967469e-04 5.936899688094854355e-03 9.117737412452697754e-03 1.066140976035967469e-04 5.936899688094854355e-03
6.800000000000000000e+04 7.486229762434959412e-03 7.754665421089157462e-05 5.370374768972396851e-03 7.486229762434959412e-03 7.754665421089157462e-05 5.370374768972396851e-03
6.900000000000000000e+04 6.416814867407083511e-03 4.790865932591259480e-05 4.417646210640668869e-03 6.416814867407083511e-03 4.790865932591259480e-05 4.417646210640668869e-03
7.000000000000000000e+04 5.419249180704355240e-03 2.227652475994545966e-05 3.656216431409120560e-03 5.419249180704355240e-03 2.227652475994545966e-05 3.656216431409120560e-03
7.100000000000000000e+04 4.596398677676916122e-03 1.875956513686105609e-05 3.047736594453454018e-03 4.596398677676916122e-03 1.875956513686105609e-05 3.047736594453454018e-03
7.200000000000000000e+04 3.886402118951082230e-03 1.269207041332265362e-05 2.590587362647056580e-03 3.886402118951082230e-03 1.269207041332265362e-05 2.590587362647056580e-03
