# x, y
3.656315207481384277e-01 3.198779821395874023e-01
8.724577426910400391e-01 4.075369834899902344e-01
6.943855881690979004e-01 4.287423491477966309e-01
5.867778062820434570e-01 4.158555567264556885e-01
6.203455924987792969e-01 4.221868515014648438e-01
8.068965673446655273e-01 4.207813441753387451e-01
9.504638612270355225e-02 9.419161081314086914e-02
5.743316411972045898e-01 4.129596948623657227e-01
9.042817950248718262e-01 3.991812169551849365e-01
7.643528580665588379e-01 4.261511862277984619e-01
1.210888177156448364e-01 1.193263083696365356e-01
4.811240732669830322e-02 4.800116643309593201e-02
6.341246366500854492e-01 4.241688251495361328e-01
6.894297003746032715e-01 4.286117255687713623e-01
1.514170318841934204e-01 1.479849666357040405e-01
9.492466449737548828e-01 3.855224847793579102e-01
5.562854409217834473e-01 4.082288742065429688e-01
3.042005002498626709e-01 2.773136198520660400e-01
5.260818600654602051e-01 3.988935649394989014e-01
7.548195719718933105e-01 4.269753396511077881e-01
7.815173268318176270e-01 4.243115782737731934e-01
7.427258491516113281e-01 4.278126358985900879e-01
1.418708078563213348e-02 1.418422535061836243e-02
1.074536219239234924e-01 1.062200590968132019e-01
9.121382832527160645e-01 3.969440460205078125e-01
1.711058765649795532e-01 1.661689728498458862e-01
2.374332398176193237e-01 2.244183570146560669e-01
8.880435228347778320e-01 4.035899341106414795e-01
2.071792781352996826e-01 1.984746158123016357e-01
1.864468753337860107e-01 1.800768822431564331e-01
8.978984504938125610e-02 8.906885236501693726e-02
8.502653241157531738e-01 4.126490056514739990e-01
8.790141940116882324e-01 4.059114456176757812e-01
6.161441802978515625e-01 4.215115904808044434e-01
6.317171454429626465e-01 4.238481223583221436e-01
5.149164795875549316e-01 3.949920535087585449e-01
8.369591236114501953e-01 4.154135882854461670e-01
6.264084577560424805e-01 4.231027662754058838e-01
1.577085852622985840e-01 1.538344323635101318e-01
6.744050979614257812e-01 4.279510080814361572e-01
5.494978427886962891e-01 4.062858223915100098e-01
3.833934068679809570e-01 3.309843242168426514e-01
5.081577301025390625e-01 3.925122320652008057e-01
5.284618586301803589e-02 5.269880592823028564e-02
6.607168316841125488e-01 4.269977211952209473e-01
4.280951023101806641e-01 3.564093410968780518e-01
3.411083817481994629e-01 3.036407530307769775e-01
2.768416106700897217e-01 2.564167678356170654e-01
9.956267476081848145e-01 3.694811463356018066e-01
7.739786505699157715e-01 4.251751899719238281e-01
9.598890542984008789e-01 3.820038735866546631e-01
4.890842139720916748e-01 3.850338757038116455e-01
2.401647269725799561e-01 2.267041653394699097e-01
7.513636946678161621e-01 4.272385239601135254e-01
3.534366488456726074e-01 3.119324743747711182e-01
3.956060707569122314e-01 3.382938206195831299e-01
6.514102220535278320e-02 6.486519426107406616e-02
3.902976512908935547e-01 3.351497352123260498e-01
3.115187883377075195e-01 2.827083170413970947e-01
7.128223776817321777e-01 4.288539886474609375e-01
3.461530506610870361e-01 3.070648908615112305e-01
2.005028575658798218e-01 1.926022171974182129e-01
8.473297953605651855e-01 4.132786989212036133e-01
2.815452218055725098e-01 2.600893676280975342e-01
9.787997007369995117e-01 3.755073845386505127e-01
9.225227236747741699e-01 3.938869237899780273e-01
5.408351421356201172e-01 4.036757051944732666e-01
7.725592851638793945e-01 4.253281354904174805e-01
2.801083624362945557e-01 2.589709460735321045e-01
1.964282542467117310e-01 1.889936029911041260e-01
9.544377326965332031e-01 3.838189542293548584e-01
4.195729196071624756e-01 3.518468439579010010e-01
9.130328893661499023e-02 9.054531902074813843e-02
3.758650720119476318e-01 3.263451755046844482e-01
8.013013005256652832e-01 4.216405749320983887e-01
